hanzi_trad	hanzi_simp	pinyin	transcr	transc_rus	rus_translation	note	chinese_translation
三旦兒	三旦儿	NONE	sæ̃-tæ̃-ər	сэдэр	сандал		A:34a-02 蘇木
哦各泥旺兒	哦各泥旺儿	NONE	γɤ-kə -ni-vɐ-ər ʔ	огэнивар	огниво		A:34a-02 火鏈
各边(力)迷	各边(力)迷	NONE	kəʔ-liəʔ-mi	гэлими	кремень		A:34a-02 火石
拉各	拉各	NONE	la-kə  ʔ	лагэ	лак		A:34a-03 漆
哦煉伏	哦炼伏	NONE	γɤ-lie-fəʔ	олефэ	олифа		A:34a-03 桐油
麻史浪	麻史浪	NONE	ma-sɿ-lɐ	масыла	масло		A:34a-03 黃油
必色	必色	NONE	piəʔ -sə	бисэ	песок		A:34a-03 沙
沙合兒	沙合儿	NONE	sa-xə -ər ʔ	сахэр	сахар		A:34a-04 洋糖
染兒	染儿	NONE	zæ̃-ər	зэр	жир		A:34a-04 湯油
孩沃史	孩沃史	NONE	xai-və -sɿ ʔ	хайвэсы	квасцы (белый купорос)		A:34a-04 白礬
古不浪史	古不浪史	NONE	ku-pə -lɐ-sɿ ʔ	губэласы	купорос		A:34a-04 黑礬
不賁坎	不贲坎	NONE	pə -pəŋ-k‘æ̃ ʔ	бэбэнкэ	бубенка (бубен)		A:34a-05 毛(手)單
史各煉不克	史各炼不克	NONE	sɿ-kəʔ-lie-pəʔ-k‘əʔ	сыгэлебэкэ	скрипка		A:34a-05 壺琴
謀扎坎/伏的利	谋扎坎/伏的利	NONE	mu-tsa -k‘æ̃ /fəʔ-tiəʔ-li	муцзакэ / фэдили	музыка / флейта		A:34a-05 笛子
不谷路的坎	不谷路的坎	NONE	pə -kuə -ləu-tiə - k‘æ̃	бэгулоудикэ	поколотка (барабан)		A:34a-05 鑼
各不利坎	各不利坎	NONE	kə -pəʔ-li-k‘æ̃ ʔ	гэбэликэ	каблика (лютня)		A:34b-01 琵琶
西未失坎	西未失坎	NONE	ɕi-vei-sə -k‘æ̃	сивэйсэкэ	свечка [ароматическая]		A:34b-01 香
西未氣/西文叉	西未气/西文叉	NONE	ɕi-vei-ʨ‘i /ɕi-vəŋ-ts‘a	сивэйци / сивэнца	свечи / свеча		A:34b-01 燭 
波史未失泥坎	波史未失泥坎	NONE	pɤ-sɿ-vei-səʔ-ni-k‘æ̃	посывэйсэникэ	подсвечник		A:34b-01 燈台 
稍難	稍难	NONE	sau-næ̃	саонэ	соль		A:34b-02 鹽 
稍克	稍克	NONE	sau-k‘əʔ	саокэ	сок (соевый соус)		A:34b-02 醬 
公叉拉	公叉拉	NONE	kuŋ-ts‘a-la	гунцала	кончала (рассеяться)		A:34b-02 散了 
五各數數	五各数数	NONE	u-kə -su-su	угэсусу	уксус		ʔA:34b-02 醋 
昔利的兒	昔利的儿	NONE	ɕiə -li-tiə -ər ʔ	силидир	селитра		ʔA:34b-03 堿 
未囊	未囊	NONE	vei-nɐ	вэйна	вино		A:34b-03 燒酒 
妙達	妙达	NONE	miau-ta	мяота	мёд (рисовое вино)		ʔA:34b-03 黃酒 
不拉達	不拉达	NONE	pə -la-ta  ʔ	бэлада	палата (палатка)		ʔA:34b-03 帳房 
的利鬧坎	的利闹坎	NONE	tiə -li-nau-k‘æ̃	дилинаокэ	тренога [конская]		ʔA:34b-04 馬伴 
淂浪失坎/浪失坎	淂浪失坎/浪失坎	NONE	tiə -lɐ-sə -k‘æ̃ /  lɐ̃-səʔ-k‘æ̃	диласэкэ / ласэкэ	тележка / лошка, лошадь (четырёхколёсная повозка)		ʔA:34b-04 四輪車 
各煉史坎/的煉坎	各炼史坎/的炼坎	NONE	kə -lie-sɿ-k‘æ̃ / tiəʔ-lie-k‘æ̃	гэлесыкэ / дилекэ	коляска / телега (двухколёсная повозка)		ʔA:34b-04 兩輪車 
佃力凹	佃力凹	NONE	t‘ie-liə -va	телива	дрова		ʔA:34b-04 柴火 
【新】達力萬/【舊】謝洛	【新】达力万/【旧】谢洛	NONE	taʔ-liəʔ-væ̃ / ɕie-luəʔ	даливэ / селу	[свежая:] трава / [старая:] сено		A:34b-05 草 
沙泥	沙泥	NONE	sa-ni	сани	сани		A:34b-05 擦地車 
淂力萬	淂力万	NONE	tiə -liə -væ̃ ʔ	делива	дерево (древесина)		ʔA:34b-05 木頭 
無各利	无各利	NONE	u-kə -li	угэли	уголь [древесный]		ʔA:34b-05 木炭 
必伯	必伯	NONE	piə -piə  ʔ	биби	пепел		ʔA:35a-01 柴灰 
癟池	瘪池	NONE	pie-ts‘ɿ	бецы	печь		A:35a-01 竈火 
務各力	务各力	NONE	u-kə -liə  ʔ	угэли	уголь		ʔA:35a-01 大圪栽 
達失泥坎	达失泥坎	NONE	ta -sə -ni-k‘æ̃ ʔ	дасэникэ	дощаник (судно)		ʔA:35a-01 大船 
浪的坎	浪的坎	NONE	lɐ̃-tiəʔ-k‘æ̃	ладка	лодка		A:35a-02 小船 
問泥坎	问泥坎	NONE	vəŋ-ni-k‘æ̃	вэнникэ	веник		A:35a-02 掃箒 
史的利面納	史的利面纳	NONE	sɿ-tiə -li-mie-na	сыдилимена	стремена		ʔA:35a-02 𩍐 
哦錄失坎/柳木失坎	哦录失坎/柳木失坎	NONE	γɤ-luə -sə -k‘æ̃ / liəu-mə -sə -k‘æ̃	олусэкэ / люмэсэкэ	рушка / рюмочка (рюмка)		ʔA:35a-02 大杯 
色干	色干	NONE	sə -kæ̃	сэгэ	стакан		ʔA:35a-03 莫把杯 
色楞坎	色楞坎	NONE	sə -ləŋ-k‘æ̃	сэлэнкэ	солонка		ʔA:35a-03 八甲鹽斗 
沙木凹兒	沙木凹儿	NONE	sa-mə -va-ər	самэвар	самовар		ʔA:35a-03 水火壺 
秋共叉失坎	秋共叉失坎	NONE	ʨ‘iəu-kuŋ-ts‘a-sə -k‘æ̃	цюгун-цасэкэ	чугун-чашка (котёл [железный])		ʔA:35a-03 生鐵鍋 
[пропуск в тексте]	[пропуск в тексте]	NONE	[пропуск в тексте]	[пропуск в тексте]	чешуя		A:35a-04 魚鱗甲 
各吊	各吊	NONE	kə -tiau ʔ	гэодяо	котёл		A:35a-04 銅鍋
干道兒/道克	干道儿/道克	NONE	kæ̃-tau-ər / tau-k‘ə	гэдаор / даокэ	контор / долг (счёт)		A:35a-04 賬
各泥各	各泥各	NONE	kəʔ-ni-kə	гэнигэ	книга		A:35a-04 書
發各都兒/吔力應史的兒	发各都儿/吔力应史的儿	NONE	fa -kə -tu-ər /  ie-liəʔ-iŋ-sɿ-tiəʔ-ər	фагэдур / олиинсыдир	фактур / реестр (счёт с описью товара)		A:35a-05 箱單
發迷兒	发迷儿	NONE	faʔ-mi-ər	фамир	фамир (товарный знак)		A:35a-05 號兒
暮坎/布坎	暮坎/布坎	NONE	pu-k‘æ̃	букэ	мука (пирожок)		A:35a-05 燒饅
哦煉卜泥各	哦炼卜泥各	NONE	γɤ-lie-pəʔ-ni-kəʔ	олебэнигэ	рыбник (рыбный пирожок)		A:35a-05 魚饅
該兒的	该儿的	NONE	kai-ər-tiə	гайрди	карты [игральные]		A:35b-01 紙牌
扛史/該日的	扛史/该日的	NONE	k‘ɐ-sɿ / kai-zəʔ-tiəʔ	касы / гайзэди	кость [игральная] / кости [игральные]		A:35b-01 骨牌
扛史達失坎	扛史达失坎	NONE	k‘ɐ-sɿ-taʔ-sə -k‘æ̃ ʔ	касыдасэкэ	костяшка (кость [игральная])		A:35b-01 骰兒
變失坎	变失坎	NONE	pie-sə -k‘æ̃ ʔ	бесэкэ	пешка (шахматы)		A:35b-01 相棋
不拉道坎	不拉道坎	NONE	pə -la-tau-k‘æ̃ ʔ	бэладаокэ	платок [носовой]		A:35b-02 手巾
各利	各利	NONE	kəʔ-li	гэли	клей		A:35b-02 魚鰾
史道	史道	NONE	sɿ-tau	сыдао	стол		A:35b-02 棹(桌)子
史兒	史儿	NONE	sɿ-ər	сыр	сел (стул)		A:35b-02 椅子
史不迷牙	史不迷牙	NONE	sɿ-pəʔ-mi-ia	сыбэмия	скамья		A:35b-03 板凳
波獨鬧史	波独闹史	NONE	pɤ-tuəʔ-nau-sɿ	бодунаосы	поднос		A:35b-03 木盤
淂力萬叉什坎	淂力万叉什坎	NONE	tiə -liə -væ̃ ts‘a- səʔ-k‘æ̃	тиливэ-цасэкэ	дерево-чашка (деревянная чашка)		A:35b-03 木椀子
肚衣子	肚衣子	NONE	tu-i-tsɿ	дуидзы	туес		A:35b-03 圍素子
各杜什坎	各杜什坎	NONE	kə -tu-sə -k‘æ̃ ʔ	гэдусэкэ	кадушка		A:35b-04 木甬
棒只坎	棒只坎	NONE	pɐ̃-tsɿ-k‘æ̃	бацзыкэ	бочка		A:35b-04 木缸
蘆幾的	芦几的	NONE	luə -ʨi-tiə  ʔ	луцзиди	ручки (деревянная лопата)		A:35b-04 木杴(鍁)
把吓的	把吓的	NONE	pa-xa-tiə	бахади	бакат (деревянная ручка)		A:35b-04 木把子
各兩地	各两地	NONE	kə -liɐ-tiə  ʔ	гэляди	корыто		A:35b-05 木槽
【大】扛獨失坎/【小】不杜失坎	【大】扛独失坎/【小】不杜失坎	NONE	k‘ɐ-tuəʔ-səʔ-k‘æ̃ / pə -tu-səʔ-k‘æ̃	[большая:] кадусэкэ / [малая:] бэдусэкэ	[большая:] кадушка / [малая:] бадушка		A:35b-05 木盆
道史克	道史克	NONE	tau-sɿ-k‘ə	даосыкэ	доска [кухонная]		A:35b-05 案板
報何失坎/報坎	报何失坎/报坎	NONE	pau-xɤ-sə -k‘æ̃ /pau-k‘æ̃	баохосэкэ / баокэ	похошка / палка (трость)		A:35b-05 拐棍
麻吓伏坎/未兒	麻吓伏坎/未儿	NONE	ma-xa-fə -k‘æ̃ /vei-ər	махафэкэ / вэйр	махавка / веер [бумажный]		A:36a-01 扇子
勞失坎	劳失坎	NONE	lau-sə -k‘æ̃ ʔ	лаосэкэ	ложка [суповая]		A:36a-01 調羹
鬧怱子	闹怱子	NONE	nau-ts‘uŋ-tsɿ	наоцунцзы	ножницы		A:36a-01 剪子 
鬧日	闹日	NONE	nau-zəʔ	наозэ	нож		A:36a-01 刀子 
失把個	失把个	NONE	sə -pa-kɤ ʔ	сэбаго	шпага		A:36a-02 腰刀 
不浪失	不浪失	NONE	pə -lɐ-sə  ʔ ʔ	бэласэ	палаш		A:36a-02 順刀 
納道兒哥	纳道儿哥	NONE	naʔ tau-ər-kɤ	на даорго	на дороге (дорога)		A:36a-02 道路 
道克	道克	NONE	tau-k‘ə  ʔ	даокэ	дуга (лук [оружие])		A:36a-02 弓 
達料坎	达料坎	NONE	ta -liau-k‘æ̃ ʔ	даляокэ	далёко (стрела)		A:36a-03 箭 
史的力面	史的力面	NONE	sɿ-tiə -liəʔʔ-mie	сыдилиме	стреми (стрелять)		A:36a-03 射力 
蜜少克	蜜少克	NONE	miə -sau-k‘əʔ	мисаогэ	мешок		A:36a-03 口袋 
茶泥各	茶泥各	NONE	ts‘a-ni-kə  ʔ	цаникэ	чайник		A:36a-03 茶壺 
茶泥色	茶泥色	NONE	ts‘a-ni-səʔ	цанисэ	чайница		A:36a-04 瓶子 
叉什坎	叉什坎	NONE	ts‘a-səʔ-k‘æ̃	цасэкэ	чашка [чайная]		A:36a-04 茶鐘 
射力罵	射力骂	NONE	sɤ-liə -ma ʔ	солима	шельма (круглый сосуд)		A:36a-04 圍瓶 
伏那兒	伏那儿	NONE	fə -na-ər ʔ	фэнар	фонарь		A:36a-04 燈籠 
吓兒定坎/利史坎	吓儿定坎/利史坎	NONE	xa-ər-tiŋ-k‘æ̃ /li-sɿ-k‘æ̃	каэрдинкэ / лисыкэ	картинка / рисунок		A:36a-05 畫兒 
非古兒	非古儿	NONE	fei-ku-ər	фэйгур	фигур (статуэтка)		A:36a-05 洋磁器 
失紹代/少的坎	失绍代/少的坎	NONE	səʔ-sau-tai /sau-tiəʔ-k‘æ̃	сэсаодай / саодикэ	сосчитай / счётка (счёты)		A:36a-05 算盤 
吾吓子	吾吓子	NONE	u-xa-tsɿ	ухацзы	указ		A:36a-05 文書 
必史命	必史命	NONE	piə -sɿ-miŋ ʔ	бисымин	безмен		A:36b-01 秤兒
未史克	未史克	NONE	vei-sɿ-k‘əʔ	вэйсыкэ	веска (малые весы)		A:36b-01 戥子
把失半兒	把失半儿	NONE	pa-sə -pæ̃-ər ʔ	басэпэр	паспорт		A:36b-01 官票
各令旦兒	各令旦儿	NONE	kə -liŋ-tæ̃-ər ʔ	кэлиндэр	календарь		A:36b-01 憲書
各力被	各力被	NONE	kə -liə -pei ʔ ʔ	гэлибэй	гребень		A:36b-02 梳子
哦失坎	哦失坎	NONE	γɤ-səʔ-k‘æ̃	осэкэ	очки		A:36b-02 眼鏡子
各泥內茶泥各	各泥内茶泥各	NONE	kəʔ-ni-nuei ts‘a-ni-kəʔ	гэнинуй цаникэ	глиняный чайник		A:36b-02 泥金壺
世不此	世不此	NONE	sɿ-pə -ts‘ɿ ʔ	сыбэцзы	спицы (железные палочки для перемешивания углей)		A:36b-02 火快子
不流子	不流子	NONE	pəʔ-liəu-tsɿ	бэлюцзы	блюдце		A:36b-03 錫盤
獨路不坎	独路不坎	NONE	tuə -ləu-pəʔ-k‘æ̃ ʔ	дулоубэкэ	трубка [бамбуковая] (светильник)		A:36b-03 燭筒子
勿弄坎	勿弄坎	NONE	və -luŋ-k‘æ̃ ʔ	вэлункэ	воронка [для вина]		A:36b-03 酒漏子
史達吓告失坎	史达吓告失坎	NONE	sɿ-taʔ-xa-kau-səʔ-k‘æ̃	сыдахагаосэкэ	стакашка (черпак для вина)		A:36b-03 酒提子
各兒少克	各儿少克	NONE	kə -ər-sau-k‘ə  ʔ	гэрсаокэ	горшок		A:36b-04 砂劯子
達干	达干	NONE	ta -kæ̃ ʔ	дагэ	таган		A:36b-04 山角子
個泥坎	个泥坎	NONE	kɤ-ni-k‘æ̃	гоникэ	коник (черпак)		A:36b-04 鐵杓子
失道伏/書力牙	失道伏/书力牙	NONE	sə -tau-fəʔ/su-liəʔ-ia	сэдаофэ / сулия	штоф / сулея (бутыль)		A:36b-04 琉璃瓶
捎旺坎	捎旺坎	NONE	sau-vɐ-k‘æ̃	саовакэ	совок [чайный]		A:36b-05 茶探子
世錄	世录	NONE	sɿ-luəʔ	сылу	шило		A:36b-05 鎚子
史杜不克	史杜不克	NONE	sɿ-tu-pə -k‘ə	сыдубэкэ	ступка		A:36b-05 石鉢子
哦不路池/哦不浪吃坎	哦不路池/哦不浪吃坎	NONE	γɤ-pə -ləu-ts‘ɿ /  γɤ-pəʔ-lɐ-ts‘əʔ-k‘æ̃	обэлоуцы / обэлацэкэ	обруч / обручка		A:36b-05 本箍
吔力少的坎	吔力少的坎	NONE	ie-liə -sau-tiə -k‘æ̃ ʔ	елисаодикэ	решётка (бамбуковая занавеска)		A:37a-01 竹簾子
失吓不	失吓不	NONE	səʔ-xa-pəʔ	сэхабэ	шкаф		A:37a-01 貨架
叉坎	叉坎	NONE	ts‘a-k‘æ̃	цакэ	чака (вилка)		A:37a-01 肉叉子
吔力不少的坎/細細失坎	吔力不少的坎/细细失坎	NONE	ie-liə -pə -sau-tiə-k‘æ̃ / ɕi-ɕi-səʔ-k‘æ̃	елибэсаодикэ /сисисэкэ	решётка / ситечко		A:37a-01 茶漏子
念勿淂	念勿淂	NONE	nie-vəʔ-tiəʔ	невэди	невод		A:37a-02 魚網
謝各兒	谢各儿	NONE	ɕie-kə -ər ʔ	сегэр	секер (сердцевина)		A:37a-02 花心
納妙的坎	纳妙的坎	NONE	na -miau-tiə -k‘æ̃ ʔ	намяодикэ	намётка (крыша над двором)		A:37a-02 門搭(塔)子
不羅貝	不罗贝	NONE	pə -luɤ-pei ʔ	бэлобэй	пробуй (кукольный ротик)		A:37a-02 老娃嘴
票兒史	票儿史	NONE	p‘iau-ər-sɿ	пяорсы	перст (железный обруч)		A:37a-03 鐵環子
失六不坎	失六不坎	NONE	sə -liəu-pə -k‘æ̃ ʔ ʔ	сэлюбэкэ	шлюпка		A:37a-03 彩船
古兒不浪吔煉合	古儿不浪吔炼合	NONE	ku-ər-pə -lɐ-ie-lie-xəʔ	гурбэлаелехэ	горбылёха (горбыль)		A:37a-03 疤豆
世不力各	世不力各	NONE	sɿ-pəʔ-liəʔ -kə  ʔ	сыбэлигэ	сприга (аркан)		A:37a-03 套馬桿
以子未佃坎	以子未佃坎	NONE	i-tsɿ-vei-t‘ie-k‘æ̃	ицзывэйтекэ	извёстка		A:37a-04 石灰
各兒被史	各儿被史	NONE	kəʔ-ər-pei-sɿ	гэрбэйсы	кирпич		A:37a-04 磚
色澇坎	色涝坎	NONE	sə -lau-k‘æ̃ ʔ	сэлаокэ	силок		A:37a-04 灰鼠床
昔佃坎	昔佃坎	NONE	ɕiəʔ-t‘ie-k‘æ̃	ситекэ	сидека (перекладина)		A:37a-04 扛子
别力命泥	别力命泥	NONE	piə -liə -miŋ-ni ʔ ʔ	билиминни	пельмени		A:37a-05 䭏食
圪欲兒	圪欲儿	NONE	kə -yəʔ-ər ʔ	гэур	ковёр		A:37a-05 毛毯子
蜜叫坎	蜜叫坎	NONE	miəʔ-ʨiau-k‘æ̃	мицзяокэ	метёлка		A:37a-05 笤箒
奇艮內故各浪	奇艮内故各浪	NONE	ʨ‘i-kəŋ-nuei ku-kəʔ-lɐ	цигэннуй гугэла	цигный кукла (фарфоровая кукла)		A:37a-05 磁人人
麻扇納	麻扇纳	NONE	ma-sæ̃-na  ʔ	масэна	машина (водяное колесо)		A:37b-01 水機子
未力幾	未力几	NONE	vei-liə -ʨi ʔ	вэйлицзи	верез (ивовые прутья)		A:37b-01 柳條子
約的浪	约的浪	NONE	yə -tiə -lɐ ʔ ʔ	удила	утка (?)		A:37b-01 過山鳥
干發力	干发力	NONE	kæ̃-fa -liə  ʔ ʔ	гэфали	камфора		A:37b-01 (樟)惱
吾則浪坎	吾则浪坎	NONE	u-tsə -lɐ-k‘æ̃ ʔ	уцзэлакэ	узелок [на верёвке]		A:37b-02 圪塔(達)
稍勞什坎	稍劳什坎	NONE	sau-lau-sə -k‘æ̃ ʔ	саолаосэкэ	сложка (чехол для сукна)		A:37b-02 合喇套兒
不(了)盡坎	不(了)尽坎	NONE	liau-ʨiŋ-k‘æ̃	ляоцзинкэ	резинка		A:37b-02 哦噔紬套兒
各勞旺地	各劳旺地	NONE	kə -lau-vɐ-ti ʔ	гэлаовади	кровать		A:37b-03 臥床
各納邊力	各纳边力	NONE	kə -na -pie-liə  ʔ ʔ	гэнабели	колыбель		A:37b-03 靠床
各連達失	各连达失	NONE	kəʔ-lie-taʔ-səʔ	гэледасэ	карандаш		A:37b-03 鉛筆
各兒叉各	各儿叉各	NONE	kəʔ-ər-ts‘a-kəʔ	гэрцагэ	корчага		A:37b-03 簍
圪林(桃)泥坎	圪林(桃)泥坎	NONE	kə -t‘au-ni-k‘æ̃ ʔ	гэтаоникэ	картонка (шляпная картонка)		A:37b-04 帽盒
日旺的內	日旺的内	NONE	zə -vɐ-tiəʔʔ-nuei	зэвадинуй	заводиный (ключ [заводной])		A:37b-04 家匙
各個(了)西	各个(了)西	NONE	kə -liau-ɕi ʔ	гэляоси	колесо		A:37b-04 車輪
哦料兒	哦料儿	NONE	γɤ-liau-ər	оляор	рёр (?) (зажим на телеге)		A:37b-04 車卡
高面醋	高面醋	NONE	kau-mie-ts‘u	гаомецу	комец (оглобля)		A:37b-05 車轅
各池木	各池木	NONE	kə -ts‘ɿ-məʔ	гэцымэ	кичим (подседельник)		A:37b-05 䩞
仝	仝	NONE	piŋ-lɐ	бинлан	[орех] бинлан		A:37b-05 檳榔
各孝內	各孝内	NONE	kə -ɕiau-nuei ʔ	гэсяонуй	казённый (несытная еда)		A:37b-05 殺食力
失地	失地	NONE	sə -ti ʔ	сэди	щи (суп)		A:38a-01 湯水
福蘭做史坎	福兰做史坎	NONE	fə -læ̃-tsuə -sɿ-k‘æ̃ ʔ ʔ	фэлэцзусыкэ	французская (иностранное вино)		A:38a-01 西洋酒
旺的失坎	旺的失坎	NONE	vɐ̃-tiəʔ-səʔ-k‘æ̃	вадисэкэ	водишка (китайская водка)		A:38a-01 京酒
旺的坎	旺的坎	NONE	vɐ̃-tiəʔ-k‘æ̃	вадикэ	водка (желтое вино)		A:38a-01 金花對酒
賁失坎	贲失坎	NONE	pəŋ-sə -k‘æ̃ ʔ	бэнсэкэ	пуншка (водка)		A:38a-02 白曉酒
變洛失坎	变洛失坎	NONE	pie-luə -sə -k‘æ̃ ʔ ʔ	белусэкэ	бирочка (гадательная бирка)		A:38a-02 壹卦
失不外	失不外	NONE	sə -pə -vai ʔ ʔ	сэбэвай	сбивай (ствол дерева)		A:38a-02 樹身子
費應坎	费应坎	NONE	fei-iŋ-k‘æ̃	фэйинкэ	финка (суковатка)		A:38a-02 宗樹
個林	个林	NONE	kɤ-liŋ	голин	корень		A:38a-03 樹根
各	各	NONE	kə  ʔ	гэ	ко (кора)		A:38a-03 樹皮
梢池牙	梢池牙	NONE	sau-ts‘ɿ-ia	саоцыя	сучья		A:38a-03 樹枝
利史道	利史道	NONE	li-sɿ-tau	лисыдао	листья		A:38a-03 樹葉
達利納	达利纳	NONE	ta -li-na  ʔ ʔ	далина	длина (ива)		A:38a-04 柳木
握利晏	握利晏	NONE	və?-li-ie	вэлия	валия (сухая ивовая кора)		A:38a-04 柳毛
亞力吓	亚力吓	NONE	ia-liəʔ-xa	ялиха	ярик (запал)		A:38a-04 皮繩
非地兒各	非地儿各	NONE	fei-ti-ər-kəʔ	фэйдиргэ	фитиль		A:38a-04 火繩
迷含	迷含	NONE	mi-xæ̃	михэ	мехи [кузнечные]		A:38a-05 風匣
各力素	各力素	NONE	kəʔ-liəʔ-su	гэлису	колесо (прялка)		A:38a-05 紡車兒
少的坎	少的坎	NONE	sau-tiə -k‘æ̃ ʔ	саодикэ	щётка		A:38a-05 毛刷子
勿拉的	勿拉的	NONE	və -la-tiə  ʔ	вэлади	оладьи		A:38a-05 油糕
拉動坎	拉动坎	NONE	la-tuŋ-k‘æ̃	ладункэ	ладанка		A:38b-01 九連袋
木汗兒	木汗儿	NONE	mə -xæ̃-ər ʔ	мэхэр	махар (мухогонка)		A:38b-01 蠅刷子
窩巨克	窝巨克	NONE	vɤ-ʨy-k‘əʔ	воцзюйкэ	утюг		A:38b-01 (熨)斗
犧比	牺比	NONE	ɕi-pi	сиби	цепь		A:38b-01 鐵繩
插報什坎	插报什坎	NONE	ts‘a -pau-sə -k‘æ̃ ʔ	цабаосэкэ	цапошка (крюк)		A:38b-02 鉤子
各柳池	各柳池	NONE	kə -liəu-ts‘ɿ ʔ	гэлюцы	крючья (скоба)		A:38b-02 鉤心
土拉	土拉	NONE	t‘u-la	тула	пила		A:38b-02 鉅兒
【大】史居禮子/【小】吓力念子	【大】史居礼子/【小】吓力念子	NONE	sɿ-ʨy-li-tsɿ / xa-liəʔ-nie-tsɿ	[большой:] сыцзюйлицзы / [малый:] халинецзы	стюлидза (?) (рычаг [большой]) / клинец (рычаг [малый])		A:38b-02 推棒
别失牙	别失牙	NONE	piə -sə -ia ʔ ʔ	бисэя	пешня (лом)		A:38b-03 氷掇
達失	达失	NONE	ta -səʔ ʔ	дасэ	дашь (давать)		A:38b-03 那上
那公曹失泥各	那公曹失泥各	NONE	na-kuŋ-ts‘au-sə -ni-kəʔ	нагунцаосэнигэ	наконцошник (наконечник [ножа])		A:38b-03 刀尖子
哦線力	哦线力	NONE	γɤ-ɕie-liəʔ	осели	осели (ручка ножа)		A:38b-03 刀把
納失泥	纳失泥	NONE	na -sə -ni ʔ ʔ	насэни	ножны		A:38b-04 刀鞘子
史谷錄罷	史谷录罢	NONE	sɿ-kuə -luə -pa ʔ ʔ	сыгулуба	скорлупа [яичная]		A:38b-04 雞蛋皮
吃木旦	吃木旦	NONE	ts‘əʔ -mə -tæ̃ ʔ	цзэмэдэ	чемодан		A:38b-04 皮塔連
谷錄無史/吃木蓋	谷录无史/吃木盖	NONE	kuə -luə -u-sɿ / ts‘əʔ-məʔ-kai	гулуусы / цэмэгай	груз / чемегай (кожаный мешок)		A:38b-04 皮口袋
面利子	面利子	NONE	mie-li-tsɿ	мелицзы	мельница		A:38b-05 磨
日力撓旺	日力挠旺	NONE	zəʔ-liəʔ-nau-vɐ	зэлинаова	жернов		A:38b-05 磨面
不羅史	不罗史	NONE	pəʔ-luɤ-sɿ	бэлосы	брус (точило)		A:38b-05 磨石
非克力帽內	非克力帽内	NONE	fei-k‘əʔ-liəʔ-mau-nuei	фэйкэ-лимаонуй	фиг-лимонный (мандарин)		A:38b-05 橘子
馬各泥的吓迷	马各泥的吓迷	NONE	ma-kəʔ-ni-tiəʔ-xa-mi	магэниди-хами	магнит-камень		A:39a-01 𠺒鐵石
秋貢	秋贡	NONE	ʨ‘iəu-kuŋ	цюгун	чугун		A:39a-01 生鐵
吓兒淂孟	吓儿淂孟	NONE	xa-ər-tiə -məŋ ʔ	хардимэн	кардамон		A:39a-01 沙仁
不煉的	不炼的	NONE	pə -lie-tiə  ʔ ʔ	бэледи	плеть		A:39a-01 鞭子
必失坎	必失坎	NONE	piəʔ-səʔ-k‘æ̃	бисэкэ	пешка (ковш)		A:39a-02 匙件
松杜坎	松杜坎	NONE	suŋ-tu-k‘æ̃	сундукэ	сундук		A:39a-02 皮箱
納哨坎	纳哨坎	NONE	na -sau-k‘æ̃ ʔ	насаокэ	носок (носик [чайника])		A:39a-02 嘴嘴
高利之	高利之	NONE	kau-li-tsɿ	гаолицзы	корица		A:39a-02 肉桂
各令地兒	各令地儿	NONE	kə -liŋ-ti-ər ʔ	гэлиндир	кориандр		A:39a-03 谷欒兒
便連淂	便连淂	NONE	pie-lie-tiə  ʔ	беледи	перед (верх обуви)		A:39a-03 鞋幫
色伏蘭	色伏兰	NONE	səʔ-fəʔ-læ̃	сэфэлэ	шафран		A:39a-03 紅花
妙坎	妙坎	NONE	miau-k‘æ̃	мяокэ	мелкий (разбитый)		A:39a-03 碎的
哈拉不吃坎	哈拉不吃坎	NONE	xa-la-pə -ts‘ə -k‘æ̃ ʔ	халабэцэкэ	коробочка [для зеркала]	ʔ	A:39a-04 鏡兒筐
不史大尾史坎	不史大尾史坎	NONE	pə -sɿ-ta-vei-sɿ-k‘æ̃	бэсыдавэйсыкэ	подставочка [для зеркала]		A:39a-04 鏡架子
西明樣坎	西明样坎	NONE	ɕi-miŋ-iɐ-k‘æ̃	симинъякэ	змеяка (смерч)		A:39a-04 風層
以地凹	以地凹	NONE	i-ti-va	идива	тетива		A:39a-04 弓絃
世失坎	世失坎	NONE	sɿ-sə -k‘æ̃ ʔ	сысэкэ	шишка (верхушка)		A:39a-05 頂帶
各泥失坎	各泥失坎	NONE	kə -ni-sə -k‘æ̃ ʔ ʔ	гэнисэкэ	гониска (голенище)		A:39a-05 靴插子
悞各浪	悞各浪	NONE	u-kə -lɐ ʔ	угэла	угол [дома]		A:39a-05 拐角
史大伏坎	史大伏坎	NONE	sɿ-ta-fə -k‘æ̃ ʔ	сыдафэкэ	ставка (каменные ворота)		A:39a-05 石門子
福路各	福路各	NONE	fə -ləu-kə  ʔ ʔ	фэлоугэ	фрукт		A:39b-01 吃食
色道失坎	色道失坎	NONE	sə -tau-sə -k‘æ̃ ʔ ʔ	сэдаосэкэ	садошка (клетка)		A:39b-01 籠籠
教兒各	教儿各	NONE	ʨiau-ər-kəʔ	цзяоргэ	тёрка		A:39b-01 擦子
付史坎	付史坎	NONE	fu-sɿ-k‘æ̃	фусыкэ	фуска (фляжка)		A:39b-01 酒呼(壺)兒
哦羅命坎	哦罗命坎	NONE	γɤ-luɤ-miŋ-k‘æ̃	оломинкэ	раминка (плетень)		A:39b-02 蒲落子
