hanzi_trad	hanzi_simp	pinyin	transcr	transc_rus	rus_translation	note	chinese_translation
扛史大	扛史大	NONE	k‘ɐ-sɿ-ta	касыда	коста (сустав)		B:17b-01 骨節 
則地料克	则地料克	NONE	tsə -ti-liau-k‘əʔ	цзэдиляокэ	затылок (тыльная сторона ладони)		B:17b-01 手背 
馬沒甚內	马没甚内	NONE	ma-məʔ-səŋ-nuei	мамэсэннуй	мамышенный (морщинистый)		B:17b-01 圪摺 
各索	各索	NONE	kə -suə  ʔ ʔ	гэсу	коса (причёска)		B:17b-01 辮子 
扎大水	扎大水	NONE	tsa -ta-suei ʔ	цзадасуй	задашь (отрыжка)		B:17b-01 吃下食氣拉 
都什波的命	都什波的命	NONE	tu-sə  pɤ-tiəʔ-miŋ	дусэ бодимин	души потемнение (сумасшествие)		B:17b-02 蠱病 
波而池	波而池	NONE	pɤ-ər-ts‘ɿ	борцы	порча		B:17b-02 眼中病痛 
淂力失失	淂力失失	NONE	tiə -liə -sə -sə  ʔ ʔ ʔ	дилисэсэ	дрисишь (одно произношение) (страдать поносом)		B:17b-02 拉稀力 二 
淂利史	淂利史	NONE	tiə -li-sɿ ʔ	дилисы	дрис (другое произношение) (страдать поносом)		B:17b-02 拉稀力 二 
各浪非色而地	各浪非色而地	NONE	kə -lɐ-fei sə -ər-ti ʔ	гэлафэй сэрди	кровь сойди (кровь скопилась)		B:17b-02 聚住血了 
不流合的	不流合的	NONE	pəʔ-liəu-xəʔ-tiəʔ	бэлюхэди	брюхата (одно произношение) (беременная)		B:17b-03 有了朵(孕) 
必煉明內	必炼明内	NONE	piə -lie-miŋ-nuei ʔ	билеминнуй	беременный (другое произношение)		B:17b-03 有了朵(孕) 
桑未此地	桑未此地	NONE	sɐ̃-vei-ts‘ɿ-ti	савэйцыди	совесть (хорошие чувства)		B:17b-03 心腸好 
貝力什坎	贝力什坎	NONE	pei-liə -sə -k‘æ̃ ʔ ʔ	бэйлисэкэ	былишка (детский половой орган)		B:17b-03 小孩子陽物 
哦羅史泥子	哦罗史泥子	NONE	γɤ-luɤ-sɿ-ni-tsɿ	олосыницзы	ресница		B:17b-03 眼則毛 
不裡史泥子	不里史泥子	NONE	pəʔ-li-sɿ-ni-tsɿ	бэлисыницзы	поясница (позвоночник)		B:17b-04 脊梁 
各蓋史明煉的	各盖史明炼的	NONE	kə -kai sɿ-miŋ-lie-tiəʔ	гэгай сыминледи	какой смереть (кто умер)		B:17b-04 誰的骨血 
未合那獨	未合那独	NONE	vei-xə  na-tuəʔ ʔ	вэйхэ наду	вых надо (вправлять кости)		B:17b-04 正經骨血 
不浪合	不浪合	NONE	pəʔ-lɐ-xəʔ	бэлахэ	плохо (в глазах рябит)		B:17b-04 眼花了 
什吓	什吓	NONE	sə -xa ʔ	сэха	щека		B:17b-05 臉旦 
勿煉答	勿炼答	NONE	və -lie-ta  ʔ ʔ	вэледа	вред		B:17b-05 造化底 
上未坎	上未坎	NONE	sɐ̃-vei-k‘æ̃	савэйкэ	савеко (верхнее веко)		B:17b-05 眼泡 
各利地此	各利地此	NONE	kə -li-ti-ts‘ɿ ʔ	гэлидицы	глядится (совсем неплохо)		B:17b-05 不賴古 
票各浪	票各浪	NONE	p‘iau-kəʔ-lɐ	пяогэла	пёгла (вор)		B:17b-05 帽攝的 
之吓內	之吓内	NONE	tsɿ-ka-nuei	цзыгануй	жиганый (пройдоха)		B:17b-05 虛鈚慶 
史各定內	史各定内	NONE	sɿ-kəʔ-tiŋ-nuei	сыгэдиннуй	скотинный (ругательство)		B:17b-06 活獨旦 
梅大力	梅大力	NONE	mei-ta-liə  ʔ	мэйдали	мытарь (плут)		B:17b-06 鬼到人 
求佃昔兒泥各	求佃昔儿泥各	NONE	ʨ‘iəu-t‘ie-ɕiə-ər-ni-kəʔ	цютесирнигэ	чудесельник (чудной человек)		B:17b-06 古董人 
不力吓日內	不力吓日内	NONE	pə -liə -xa-zə -nuei ʔ ʔ	бэлихазэнуй	перехожный (пришлый человек)		B:17b-06 公道人 
計史的	计史的	NONE	ʨi-sɿ-tiəʔ	цзисыди	ты сиди (?) (немощный человек)		B:17b-07 無能人 
悞大拉夜史	悞大拉夜史	NONE	u-ta-la-ie-sɿ	удалаесы	удалец		B:17b-07 有本事 
未羅史道	未罗史道	NONE	vei-luɤ-sɿ-tau	вэйлосыдао	простой [человек]		B:17b-07 四海人 
書力外	书力外	NONE	su-liəʔ-vai	суливай	суровый [человек]		B:17b-07 萬世人 
則非杜力外	则非杜力外	NONE	tsə -fei-tu-liə -vai ʔ	цзэфэйдуливай	загуливый (гуляка)		B:17b-07 飃客 
六變什內𡰪路各	六变什内𡰪路各	NONE	liəu-pie-sə -nuei tuəʔ-ləu-kəʔ	любесэнуй дулоугэ	любезный друг		B:17b-08 厚氣 
哦謀	哦谋	NONE	γɤ-mu	ому	ум (душа)		B:17b-08 魂魄 
必史桑惟史	必史桑惟史	NONE	piə -sɿ sɐ̃-vei-sɿ ʔ	бисысавэйсы	без совести		B:17b-08 莫良心 
故拉坎	故拉坎	NONE	ku-la-k‘æ̃	гулакэ	кулак [руки]		B:17b-08 拳頭 
史獨路西	史独路西	NONE	sɿ-tuə -ləu-ɕi ʔ	сыдулоуси	струсил		B:17b-08 發懶力 
捧的	捧的	NONE	p‘əŋ-tiəʔ	пэнди	пот (потеть)		B:17b-09 出汗力 
衣告坎個力的	衣告坎个力的	NONE	i-kau-k‘æ̃ kɤ-liə-tiəʔ	игаокэ голиди	иголка колет (делать укол)		B:17b-09 扎針力 
狐(孤)兒鬧史	狐(孤)儿闹史	NONE	ku-ər-nau-sɿ	гурнаосы	курносый (нос-башня)		B:17b-09 塔鼻子 
哦力不甬牙	哦力不甬牙	NONE	γɤ-liə -pə -t‘uŋ-ia	олибэтунъя	рябтуня (гной)		B:17b-09 膿 
念什那社力	念什那社力	NONE	nie sə -na-sɤ-liə	не сэна соли	не сна шли (не смыкать глаз)		B:17b-09 眼不住 
浪不	浪不	NONE	lɐ̃-pə	лабэ	лоб		B:18a-01 賁頭 
各浪非不力少	各浪非不力少	NONE	kə -lɐ-fei pəʔ-liəʔ-sau	гэлафэй бэлисао	кровь пришёл (месячные)		B:18a-01 月精(經)來 
欠里	欠里	NONE	ʨ‘ie-li	цели	чирей		B:18a-01 圪塔 
本不浪什	本不浪什	NONE	pəŋ-pə -lɐ-sə	бэнбэласэ	побылась (след ноги)		B:18a-01 足印子 
迷各泥	迷各泥	NONE	mi-kə -ni	мигэни	мигни (мигать)		B:18a-01 各扎眼 
則各凹的	则各凹的	NONE	tsə -kə -va-tiə	цзэгэвади	закрывать		B:18a-01 尅住門 
不線的	不线的	NONE	pə -ɕie-tiə	бэсиди	посеять (просеивать муку)		B:18a-02 羅面 
哦力旺的	哦力旺的	NONE	γɤ-liə -vɐ-tiəʔ ʔ	оливади	рвать (тошнить)		B:18a-02 惡心力 
悞迷兒拉	悞迷儿拉	NONE	u-mi-ər-la	умирла	умерла (одно произношение) (умереть)		B:18a-02 死了 二音 
捎連不未西	捎连不未西	NONE	sau-lie pə -vei-ɕi ʔ	саоли бэвэйси	шаль повесь (другое произношение) (умереть)		B:18a-02 死了 二音 
角木力	角木力	NONE	ʨyə -mə -liəʔ ʔ ʔ	цзюэмэли	земли (похоронить в землю)		B:18a-02 埋力 
朱地子	朱地子	NONE	tsu-ti-tsɿ	цзудицзы	зудиться (зудеть)		B:18a-02 癢癢力 
史不叫	史不叫	NONE	sɿ-pəʔ-ʨiau	сыбэцзяо	вспотел		B:18a-03 身上的汗 
洗料子	洗料子	NONE	ɕi-liau-tsɿ	силяоцзы	слёзы		B:18a-03 淚 
棍克	棍克	NONE	kuŋ-k‘əʔ	гункэ	гунка (женский половой орган)		B:18a-03 陰門 
佃力外/佃力史	佃力外/佃力史	NONE	t‘ie-liəʔ-vai / t‘ie-liəʔ-sɿ	теливай / телисы	деривай / дерис (нарыв)		B:18a-03 毬眼眼 
線克兒	线克儿	NONE	ɕie-k‘ə -ər ʔ	секэр	секер (сердцевина)		B:18a-03 鈚心心 
高垻坎	高垻坎	NONE	kau-pa-k‘æ̃	гаобакэ	колпак (простой головной убор)		B:18a-05 便帽 
壽不	寿不	NONE	səu-pə  ʔ	соубэ	шуба		B:18a-05 皮襖 
古力罵	古力骂	NONE	ku-liə -ma ʔ	гулима	курма		B:18a-05 掛子 
各福旦	各福旦	NONE	kə -fə -tæ̃ ʔ ʔ	гэфэтэ	кофта		B:18a-05 袷袍 
哦羅面克	哦罗面克	NONE	γɤ-luɤ-mie-k‘əʔ	оломекэ	армяк		B:18a-05 單袍 
爐垻什坎	炉垻什坎	NONE	ləu-pa-sə -k‘æ̃ ʔ	лоубасэкэ	рубашка		B:18a-05 衫子 
捧兒的坎	捧儿的坎	NONE	p‘əŋ-ər-tiə -k‘æ̃ ʔ	пэнрдикэ	портки		B:18a-06 褲子 
什大內	什大内	NONE	səʔ-ta-nuei	сэдануй	штаны (китайские шаровары)		B:18a-06 套褲 
又不什坎	又不什坎	NONE	iəu-pə -sə -k‘æ̃ ʔ ʔ	юбэсэкэ	юбушка (юбка)		B:18a-06 裙子 
臭坎	臭坎	NONE	ts‘əu-k‘æ̃	цоукэ	чулок		B:18a-06 襪子 
色捧坎	色捧坎	NONE	sə -p‘əŋ-k‘æ̃ ʔ	сэпэнкэ	сапог		B:18a-06 靴子 
把什罵坎	把什骂坎	NONE	pa-sə -ma-k‘æ̃ ʔ	басэмакэ	башмак		B:18a-06 鞋 
色力什坎	色力什坎	NONE	sə -liə -sə -k‘æ̃ ʔ ʔ ʔ	сэлисэкэ	слежка (подошва)		B:18a-07 靴底子 
押板求	押板求	NONE	ia -pæ̃-ʨ‘iəu ʔ	ябэцю	епанча		B:18a-07 雨褂子 
哦不什洛坎	哦不什洛坎	NONE	γɤ-pəʔ-səʔ-luəʔ-k‘æ̃	обэсэлукэ	обшлаг (рукав)		B:18a-07 袖子 
勿羅子泥各	勿罗子泥各	NONE	və -luɤ-tsɿ-ni-kə  ʔ	вэлоцзынигэ	воротник		B:18a-07 領子 
六吓未之	六吓未之	NONE	liəu-xa-vei-tsɿ	люхавэйцзы	рукавицы		B:18a-07 手套子 
吓力罵	吓力骂	NONE	xa-liəʔ-ma	халима	карман		B:18a-08 到插子 
不浪道克	不浪道克	NONE	pə -lɐ-tau-k‘ə  ʔ ʔ	бэладаокэ	платок [шейный]		B:18a-08 圍脖手巾 
捎費的坎	捎费的坎	NONE	sau-fei-tiəʔ-k‘æ̃	саофэйдикэ	салфетка		B:18a-08 吃飯單子 
不拉子	不拉子	NONE	pəʔ-la-tsɿ	бэлацзы	пладза (одно произношение)		B:18a-08 手巾 二音 
不羅巾子	不罗巾子	NONE	pə -luɤ-ʨiŋ-tsɿ ʔ	бэлоцзинцзы	полотенце (другое произношение)		B:18a-08 手巾 二音 
不洛道什坎	不洛道什坎	NONE	pə -luə -tau-səʔ-k‘æ̃ ʔ ʔ	бэлудаосэкэ	платошка (платок)		B:18a-08 包袱 
不牙史坎	不牙史坎	NONE	pə -ia-sɿ-k‘æ̃ ʔ	бэясыкэ	пояска (пояс)		B:18a-09 帶子 
包豆什坎	包豆什坎	NONE	pau-təu-sə -k‘æ̃ ʔ	баодоусэкэ	подушка		B:18a-09 枕頭 
牙洛	牙洛	NONE	ia-luəʔ	ялу	яло (одеяло)		B:18a-09 被子 
居下克	居下克	NONE	ʨy-ɕia-k‘əʔ	цзюйсякэ	тюфяк		B:18a-09 褥子 
不的各浪的	不的各浪的	NONE	pə -tiə -kəʔ-lɐ-tiə ʔ ʔ	бэдигэлади	подклад (подкладка)		B:18a-09 裡子 
各利什坎	各利什坎	NONE	kə -li-səʔ-k‘æ̃ ʔ	гэлисэкэ	крышка (лицевая сторона)		B:18a-09 面子 
布尾子	布尾子	NONE	pu-vei-tsɿ	бувэйцзы	пуговица		B:18b-01 扣子 
袍洛	袍洛	NONE	p‘au-luəʔ	паолу	полог		B:18b-01 蚊帳 
則納勿史坎	则纳勿史坎	NONE	tsə -na -və -sɿ-k‘æ̃ ʔ ʔ ʔ	цзэнавэсыкэ	занавеска		B:18b-01 帳子 
不鬧西	不闹西	NONE	pə -nau-ɕi ʔ	бэнаоси	поноси [одежду]		B:18b-01 穿上 
納定	纳定	NONE	na -tiŋ ʔ	надин	надень [шапку]		B:18b-01 帶上 
昔以賣	昔以卖	NONE	ɕiəʔ-i-mai	сиимай	снимай		B:18b-01 脫了 
俏而內	俏而内	NONE	ʨ‘iau-ər-nuei	цяорнуй	чёрный		B:18b-03 元靑 
未什年外	未什年外	NONE	vei-səʔ-nie-vai	вэйсэневай	вишневый		B:18b-03 伏靑 
非勿煉的	非勿炼的	NONE	fei-vəʔ-lie-tiəʔ	фэйвэледи	фиолетовый		B:18b-03 天靑 
哈路之外	哈路之外	NONE	xa-ləu-tsɿ-vai	халоуцзывай	розовый		B:18b-03 玉靑 
沙合而賁罷坎	沙合而贲罢坎	NONE	sa-xəʔ-ər-pəŋ-pa-k‘æ̃	сахэр-бэнбакэ	сахар-бумага (сахарно-белый цвет)		B:18b-03 靑連(蓮) 
各拉史內	各拉史内	NONE	kə -la-sɿ-nuei ʔ	гэласынуй	красный		B:18b-03 大紅 
哈魯	哈鲁	NONE	xa-ləu	халоу	алый		B:18b-04 桃紅 
各不襯內	各不衬内	NONE	kə -pə -ts‘əŋ-nuei ʔ ʔ	гэбэцэннуй	кипучный (кумачовый)		B:18b-04 肉紅 
西未的浪日力蓋	西未的浪日力盖	NONE	ɕi-vei-tiə -lɐ-zə -liəʔ-kai	сивэйдила-зэлигай	светло-желигой		B:18b-04 桂紅 
奔春外	奔春外	NONE	pəŋ-ts‘uŋ-vai	бэнцунвай	пунцовый		B:18b-04 銀紅 
日煉子	日炼子	NONE	zə -lie-tsɿ ʔ	зэлецзы	железный [цвет]		B:18b-04 赤蘭(藍) 
西銀	西银	NONE	ɕi-iŋ	сиин	синий		B:18b-04 害蘭(藍)  
牙恆達外	牙恆达外	NONE	ia-xəŋ-taʔ-vai	яхэндавай	яхонтовый [цвет]		B:18b-05 二蘭(藍)  
古洛卜	古洛卜	NONE	ku-luə -pə  ʔ ʔ	гулубэ	голубой		B:18b-05 月蘭(藍)  
昔力各柳求	昔力各柳求	NONE	ɕiə -liə -kə -liəu-ʨ‘iəu	сили-гэлюцю	серо-горючий		B:18b-05 玉蘭(藍)  
達什磨而內	达什磨而内	NONE	ta -səʔʔ-mɤ-ər-nuei	дасэморнуй	дашморный (оттенок синего)		B:18b-05 洋蘭(藍)  
高勞不外	高劳不外	NONE	kau-lau-pəʔ-vai	гаолаобэвай	голубой		B:18b-05 翠蘭(藍)  
甲料內	甲料内	NONE	ʨia -liau-nuei ʔ	цзяляонуй	зелёный		B:18b-05 官祿(綠)  
各而被文內	各而被文内	NONE	kəʔ-ər-pei-vəŋ-nuei	гэрбэйвэннуй	крапивенный [цвет]		B:18b-06 油錄(綠)  
哦西浪外	哦西浪外	NONE	γɤ-ɕi-lɐ-vai	осилавай	осиловый (ярко-зелёный)		B:18b-06 松錄(綠)  
别力消外	别力消外	NONE	piə -liə -ɕiau-vai ʔ ʔ	билисяовай	бирюзовый		B:18b-06 砂錄(綠)  
牙力	牙力	NONE	ia-liə  ʔ	яли	яркий (ярко-зелёный)		B:18b-06 大錄(綠)  
必力挫外	必力挫外	NONE	piə -liə -ts‘uɤ-vai ʔ ʔ	билицовай	перцовый (перечный [цвет])		B:18b-06 顆綠  
日力蓋	日力盖	NONE	zəʔ-liəʔ-kai	зэлигай	желигой (золотисто-жёлтый)		B:18b-07 金黃  
遶達	遶达	NONE	zau-taʔ	заода	жёлтый		B:18b-07 鵝黃  
癟洛	瘪洛	NONE	pie-luəʔ	белу	белый		B:18b-07 白色  
麻令浪外	麻令浪外	NONE	ma-liŋ-lɐ-vai	малинливай	малиновый [цвет]		B:18b-07 紫色  
七令不合外	七令不合外	NONE	ʨ‘iə -liŋ-pə -xə -vai ʔ ʔ	цилинбэхэвай	черёмуховый (тёмно-коричневый)		B:18b-07 京醬  
各利什年外	各利什年外	NONE	kə -li-səʔʔ-nie-vai	гэлисэневай	коричневый		B:18b-07 火香  
七令個外	七令个外	NONE	ʨ‘iə -liŋ-kɤ-vai ʔ	цилинговай	цилинговый (сандаловый цвет)		B:18b-08 紫檀  
米令內	米令内	NONE	mi-liŋ-nuei	милиннуй	милинный		B:18b-08 紫花  
勳醋外	勋醋外	NONE	ɕyŋ-ts‘u-vai	сюнцувай	свинцовый [цвет]		B:18b-08 鐵色  
不浪合外	不浪合外	NONE	pəʔ-lɐ-xəʔ-vai	бэлахэвай	праховый (баклажанный цвет)		B:18b-08 茄色  
各非內	各非内	NONE	kə -fei-nuei ʔ	гэфэйнуй	кофейный [цвет]		B:18b-08 宗色  
各信內	各信内	NONE	kəʔ-ɕiŋ-nuei	гэсиннуй	ксинный (бледно-жёлтый)		B:18b-08 米色  
牙以佃洛	牙以佃洛	NONE	ia-i-t‘ie-luə  ʔ	яителу	яичный [цвет]		B:18b-09 鴨蛋色  
立帽而內	立帽而内	NONE	liə -mau-ər-nuei ʔ	лимаорнуй	лимонный [цвет]		B:18b-09 秋香  
古令內	古令内	NONE	ku-liŋ-nuei	гулиннуй	кринный (светло-лиловый)		B:18b-09 藕合  
俄力伏個外	俄力伏个外	NONE	γɤ-liə -fə -kɤ-vai ʔ ʔ	олифэговай	оливковый [цвет]		B:18b-09 茶合  
俊門內日力蓋	俊门内日力盖	NONE	ʨyŋ-məŋ-nuei zəʔ-liəʔ-kai	цзюнмэннуй зэлигай	темный желигой		B:18b-09 沉香色  
必捎什內	必捎什内	NONE	piəʔ-sau-səʔ-nuei	бисаосэнуй	песочный (иностранной шерсти [цвет])		B:19a-01 羊絨  
各勿計什內	各勿计什内	NONE	kə -və -ʨi-sə -nuei ʔ ʔ	гэвэцзисэнуй	гвоздичный (бронзовый [цвет])		B:19a-01 古銅 
登木池內	登木池内	NONE	təŋ-mə -ts‘ɿ-nuei ʔ	дэнмэцынуй	дымчатый		B:19a-01 灰色 
把林外	把林外	NONE	pa-liŋ-vai	балинвай	палевый		B:19a-01 血牙 
勿力不流子此未地	勿力不流子此未地	NONE	vəʔ-liəʔ-pəʔ-liəu-tsɿ ts‘ɿ-vei-ti	вэлибэлюцзы цывэйди	верблюжий [цвет]		B:19a-01 駝色 
池銀內	池银内	NONE	ts‘ɿ-iŋ-nuei	цыиннуй	чиинный (цвет брюха рыбы)		B:19a-01 魚白 
謝米蘭	谢米兰	NONE	ɕie-mi-læ̃	семилэ	смени (двуличневый)		B:19a-02 閃花 
俊門內	俊门内	NONE	ʨyŋ-məŋ-nuei	цзюнмэннуй	тёмный		B:19a-02 沉色 
西未的蘭	西未的兰	NONE	ɕi-vei-tiəʔ-læ̃	сивэйдилэ	светлый		B:19a-02 淺色 
的拉勿什坎	的拉勿什坎	NONE	tiə -la-və -sə -k‘æ̃ ʔ	дилавэсэкэ	травушка (одно произношение) (пёстрый)		B:19a-02 花的 二音
的拉伏坎	的拉伏坎	NONE	tiəʔ -la-fə -k‘æ̃	дилафэкэ	травка (другое произношение) (пёстрый)		B:19a-02 花的 二音
拉的坎	拉的坎	NONE	la-tiəʔ-k‘æ̃	ладикэ	гладкий		B:19a-02 素的 
西未日的	西未日的	NONE	ɕi-vei-zəʔ-tiəʔ	сивэйзэди	свежесть		B:19a-03 新鮮 
則木賴	则木赖	NONE	tsəʔ-məʔ-lai	цзэмэлай	замалай (сохранять цвет)		B:19a-03 操色 
不各拉西	不各拉西	NONE	pə -kə -la-ɕi ʔ ʔ	бэгэласи	покрась (красить)		B:19a-03 染色 
必力皂的洛	必力皂的洛	NONE	piə -liə -tsau-tiə -luəʔ	билицзаодилу	пересадило (окрасить)		B:19a-03 刷色 
不洛硬的	不洛硬的	NONE	pə -luəʔʔ-iŋ-tiəʔ	бэлуинди	перейти (одно произношение) (линять)		B:19a-03 洛色 二音
利念亦的	利念亦的	NONE	li-nie-iəʔ-tiəʔ	линеиди	линяет (другое произношение) (линять)		B:19a-03 洛色 二音
念不浪什內	念不浪什内	NONE	nie-pəʔ-lɐ-səʔ-nuei	небэласэнуй	непрочный (нельзя стирать)		B:19a-04 不耐操(澡) 
下客此未地	下客此未地	NONE	ɕia-k‘əʔ ts‘ɿ-vei-ti	сякэ цывэйди	всяк цветы (разноцветный)		B:19a-04 襍色 
七樣而內	七样而内	NONE	ʨ‘iəʔ-iɐ-ər-nuei	циярнуй	твёрдый (накрахмаленный)		B:19a-04 漿信 
史唐牙什各拉史內	史唐牙什各拉史内	NONE	sɿ-t‘ɐ-ia-səʔ kəʔ-la-sɿ-nuei	сытаясэ гэласынуй	стоящий красный (настоящий красный цвет)		B:19a-04 眞紅 
此未到什坎才	此未到什坎才	NONE	ts‘ɿ-vei-tau-sə -k‘æ̃ ts‘ai	цывэйдаосэкэ-цай	цветочек-чай (цветочный чай)	ʔ	B:19a-06 君眉茶 
桃而個外才	桃而个外才	NONE	t‘au-ər-kɤ-vai ts‘ai	таорговай цай	торговый чай (байховый чай)		B:19a-06 斗箱白毫茶 
不吳的而才	不吴的而才	NONE	pə -u-tiəʔ-ər ts‘ai	бэудир-цай	полутор-чай (полуторный чай)		B:19a-06 長箱茶 
納西不浪才	纳西不浪才	NONE	naʔ-ɕi-pəʔ-lɐ ts‘ai	насибэла-цай	насыпала-чай (лучший чай)		B:19a-06 大劯茶 
各泥各才	各泥各才	NONE	kəʔ-ni-kəʔ ts‘ai	гэнигэ-цай	книга-чай (коробочный чай)		B:19a-07 書匣茶 
牙什什坎才	牙什什坎才	NONE	ia-səʔ-səʔ-k‘æ̃ ts‘ai	ясэсэкэ-цай	ящик-чай (ящичный чай)		B:19a-07 小匣子茶 
遶達才	遶达才	NONE	zau-ta  ts‘ai ʔ	заода цай	жёлтый чай		B:19a-07 黃茶 
各而被史才	各而被史才	NONE	kəʔ-ər-pei-sɿ ts‘ai	гэрбэйсы-цай	кирпич-чай (кирпичный чай)		B:19a-07 磚茶 
波而𡰪號才	波而𡰪号才	NONE	pɤ-ər-tuə -xau ts‘ai	боэрду-хао цай	пуржуй-хао чай		B:19a-07 帽盒茶 
仝	仝	NONE	tsu-læ̃ ts‘a		жулан чай		B:19a-08 珠蘭茶 
甲料內才	甲料内才	NONE	ʨia -liau-nuei ts‘ai ʔ	цзяляонуй цай	зелёный чай		B:19a-08 靑茶 
不尺代茶	不尺代茶	NONE	pə -ts‘ə -tai-ts‘a ʔ ʔ	бэцэдай-ца	почитай-чай (высокосортный чай)		B:19a-08 散白毫 
則勿而奴史	则勿而奴史	NONE	tsə -və -ər-nəu-sɿ ʔ ʔ	цзэвэрноусы	завернуш (чай в гранулах)		B:19a-08 茶顆淚 
個梨而	个梨而	NONE	kɤ-li-ər	голир	голир (разновидность чая)		B:19a-08 茶織水 
不羅史代才	不罗史代才	NONE	pə -luɤ-sɿ-tai ts‘ai ʔ	бэлосыдай цай	простой чай		B:19a-09 混茶 
木合那的	木合那的	NONE	məʔ-xəʔ-na-tiəʔ	мэхэнади	мохнатый (чай с белыми ресничками)		B:19a-09 茶上的白毛 
色旺坎	色旺坎	NONE	sə -vɐ-̃k‘æ̃ ʔ	сэвакэ	совок [чайный]		B:19a-09 茶探子 
各利浪	各利浪	NONE	kəʔ-li-lɐ	гэлила	крила (железная банка)		B:19a-09 鉛劯 
發各杜而	发各杜而	NONE	fa -kə -tu-ər ʔ ʔ	фагэдур	фактур (счёт с описью товара)		B:19a-09 箱單 
敢昧什	敢昧什	NONE	kæ̃-mei-sə	гэмэйсэ	камыш (бамбук)		B:19b-01 竹麥 
史文牙發迷而	史文牙发迷而	NONE	sɿ-vəŋ-ia faʔ-mi-ər	сывэнъя фамир	своя фамил (чай собственной фирмы)		B:19b-01 本號茶 
奔罷什坎才	奔罢什坎才	NONE	pəŋ-pa-səʔ-k‘æ̃-ts‘ai	бэнбасэкэ-цай	бумажка-чай (чай в бумажной упаковке)		B:19b-01 頁皮茶 
求歲內才	求岁内才	NONE	ʨ‘iəu-suei-nuei ts‘ai	цюсуйнуй цай	чужойный чай (чай другой фирмы)		B:19b-01 外號 
俄𡰪未代	俄𡰪未代	NONE	γɤ-tuə -vei-tai ʔ	одувэйдай	отведай (пробовать чай)		B:19b-01 嚐茶 
杜合不牛合	杜合不牛合	NONE	tu-xə  pə -niəu-xə  ʔ	духэ бэнюхэ	дух понюхай (понюхать)		B:19b-02 聞味 
仝	仝	NONE	səu-mi	соуми	сорт чая «длиннобровый»		B:19b-02 壽眉 
仝	仝	NONE	ɕyə -mei ʔ	сюэмэй	сорт чая «засахаренные сливы»		B:19b-02 雪梅 
仝	仝	NONE	ɕyə -suɐ̃ ʔ	сюэшуан	сорт чая «серебристый иней»		B:19b-02 雪霜 
仝	仝	NONE	lie-ɕiŋ	лесин	сорт чая «от сердца к сердцу»		B:19b-02 連心 仝 
仝	仝	NONE	sa-mie	саме	сорт чая «рассыпчатый»		B:19b-02 灑面 仝 
仝	仝	NONE	læ̃-ia	лэя	сорт чая «ароматный»		B:19b-02 蘭牙 仝 
吓迷叉史坎捧不力	吓迷叉史坎捧不力	NONE	xa-mi-ts‘a-sɿ-k‘æ̃ p‘əŋ-pəʔ-liəʔ	хамицасыкэ пэнбэли	камчатский бобр		B:19b-04 大銀針皮  
各勞的坎捧不力	各劳的坎捧不力	NONE	kə -lau-tiə -k‘æ̃ p‘əŋ-pəʔ-liəʔ	гэлаодикэ пэнбэли	гладкий бобр		B:19b-04 小銀針  
巴力並史坎	巴力并史坎	NONE	pa-liəʔ-piŋ-sɿ-k‘æ̃	балибинсыкэ	барибинский (барабинский [горностай])		B:19b-04 大銀鼠  
岳力故史坎	岳力故史坎	NONE	yə -liə -ku-sɿ-k‘æ̃ ʔ ʔ	юэлигусыкэ	югушка (иркутский горностай)		B:19b-04 小銀鼠  
狄力吳史坎	狄力吴史坎	NONE	tiə -liə -u-sɿ-k‘æ̃ ʔ ʔ	дилиусыкэ	телеутка		B:19b-05 大白灰鼠  
鰾克	鳔克	NONE	p‘iau-k‘ə	пяокэ	белка		B:19b-05 灰鼠  
哦不史坎	哦不史坎	NONE	γɤ-pəʔ-sɿ-k‘æ̃	обэсыкэ	обская [белка]		B:19b-05 二白  
甲蘭史坎	甲兰史坎	NONE	ʨia -læ̃-sɿ-k‘æ̃ ʔ	цзялэсыкэ	зыряшка (белка-зырянка)		B:19b-05 逼兔  
哦賀史坎	哦贺史坎	NONE	γɤ-xɤ-sɿ-k‘æ̃	охосыкэ	охотская [белка]		B:19b-05 無尾黑  
則吓迷內	则吓迷内	NONE	tsə -xa-mi-nuei ʔ	цзэхаминуй	закаменный (закаменная белка)		B:19b-06 達子黑  
哈而貢史坎	哈而贡史坎	NONE	xa-ər-kuŋ-sɿ-k‘æ̃	харгунсыкэ	аргунская [белка]		B:19b-06 眞達子黑  
令史坎	令史坎	NONE	liŋ-sɿ-k‘æ̃	линсыкэ	ленская [белка]		B:19b-06 花尾子  
通貢史坎	通贡史坎	NONE	t‘uŋ-kuŋ-sɿ-k‘æ̃	тунгунсыкэ	тунгусская [белка]		B:19b-06 回子黑  
捧力(刀)卜	捧力(刀)卜	NONE	p‘əŋ-liə -(tau-)-pə	пэндаобэ	потап (подпаль)		B:19b-06 秋子  
布史	布史	NONE	pu-sɿ	бусы	бус (бусая белка);		B:19b-07 黑襍會  
謝洛	谢洛	NONE	ɕie-luə  ʔ	селу	серая [белка]		B:19b-07 白襍會  
五路史坎未的兒	五路史坎未的儿	NONE	u-ləu-sɿ-k‘æ̃ vei-tiəʔ-ər	улоусыкэ вэйдир	русская выдра		B:19b-07 正板水皮  
